OBJECTID,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GEOID_NUM,Shape_Length,Shape_Area,CouncilDistrict
270,48,029,181715,48029181715,1817.15,Census Tract 1817.15,G5020,S,1932126.000000000000000,0.000000000000000,+29.4994275,-098.6859053,48029181715.000000000000000,21015.562326543862582,20791628.942484036087990,6
271,48,029,181716,48029181716,1817.16,Census Tract 1817.16,G5020,S,3866357.000000000000000,1643.000000000000000,+29.5080917,-098.6954648,48029181716.000000000000000,33407.517841355656856,41623648.337650977075100,6
272,48,029,181718,48029181718,1817.18,Census Tract 1817.18,G5020,S,2484692.000000000000000,0.000000000000000,+29.5278207,-098.6716386,48029181718.000000000000000,24402.223721057122020,26737865.028642226010561,7
273,48,029,181809,48029181809,1818.09,Census Tract 1818.09,G5020,S,2408980.000000000000000,9374.000000000000000,+29.5503905,-098.6227123,48029181809.000000000000000,24110.131461834116635,26024135.211709737777710,8
274,48,029,121604,48029121604,1216.04,Census Tract 1216.04,G5020,S,4871202.000000000000000,12022.000000000000000,+29.5296364,-098.3131633,48029121604.000000000000000,28620.654157135850255,52548635.972898691892624,
275,48,029,121802,48029121802,1218.02,Census Tract 1218.02,G5020,S,8729518.000000000000000,60285.000000000000000,+29.5715750,-098.3539705,48029121802.000000000000000,38971.269035956211155,94587943.528446227312088,10
276,48,029,191816,48029191816,1918.16,Census Tract 1918.16,G5020,S,2896998.000000000000000,16588.000000000000000,+29.6177113,-098.4965825,48029191816.000000000000000,22637.439477117597562,31353634.749732688069344,9
277,48,029,121120,48029121120,1211.20,Census Tract 1211.20,G5020,S,4520266.000000000000000,1543.000000000000000,+29.5575482,-098.4372455,48029121120.000000000000000,28699.686813538111892,48659574.997647784650326,10
278,48,029,191303,48029191303,1913.03,Census Tract 1913.03,G5020,S,2327408.000000000000000,1287.000000000000000,+29.5541485,-098.4847276,48029191303.000000000000000,21075.376574125453772,25059275.992502521723509,9
279,48,029,121906,48029121906,1219.06,Census Tract 1219.06,G5020,S,6442256.000000000000000,893.000000000000000,+29.6137701,-098.4505421,48029121906.000000000000000,38841.170535484736320,69335922.913103625178337,9
280,48,029,182105,48029182105,1821.05,Census Tract 1821.05,G5020,S,37329146.000000000000000,85051.000000000000000,+29.5999558,-098.7919613,48029182105.000000000000000,163664.629982998943888,402618245.555861949920654,
281,48,029,182106,48029182106,1821.06,Census Tract 1821.06,G5020,S,28652442.000000000000000,34675.000000000000000,+29.5609203,-098.7101800,48029182106.000000000000000,152950.968836955580628,308705296.383588373661041,
282,48,029,131615,48029131615,1316.15,Census Tract 1316.15,G5020,S,10553379.000000000000000,186550.000000000000000,+29.4694965,-098.3518021,48029131615.000000000000000,75383.006425372033846,115572151.820800065994263,2
283,48,029,191702,48029191702,1917.02,Census Tract 1917.02,G5020,S,8096293.000000000000000,17128.000000000000000,+29.5980050,-098.4944432,48029191702.000000000000000,51904.489087425550679,87309764.511545464396477,9
284,48,029,121809,48029121809,1218.09,Census Tract 1218.09,G5020,S,1967458.000000000000000,0.000000000000000,+29.5780965,-098.3821413,48029121809.000000000000000,18975.323841538443958,21172067.612361799925566,10
285,48,029,121811,48029121811,1218.11,Census Tract 1218.11,G5020,S,2651246.000000000000000,1357.000000000000000,+29.5948397,-098.3930616,48029121811.000000000000000,22193.243020094938402,28545036.381470859050751,10
286,48,029,121910,48029121910,1219.10,Census Tract 1219.10,G5020,S,28604951.000000000000000,117752.000000000000000,+29.6184796,-098.4045600,48029121910.000000000000000,86041.237390024136403,309090549.319884777069092,10
287,48,029,191809,48029191809,1918.09,Census Tract 1918.09,G5020,S,7721034.000000000000000,1486.000000000000000,+29.6822235,-098.4891653,48029191809.000000000000000,52825.988451276098203,83104457.469771221280098,
288,48,029,131802,48029131802,1318.02,Census Tract 1318.02,G5020,S,124495991.000000000000000,1382152.000000000000000,+29.4265417,-098.2824492,48029131802.000000000000000,150960.359922993520740,1354569015.631541013717651,
289,48,029,152201,48029152201,1522.01,Census Tract 1522.01,G5020,S,82507289.000000000000000,1066256.000000000000000,+29.2071966,-098.4588947,48029152201.000000000000000,160311.203993127943249,899334071.364726781845093,
290,48,029,162004,48029162004,1620.04,Census Tract 1620.04,G5020,S,54519564.000000000000000,597647.000000000000000,+29.2515215,-098.6999037,48029162004.000000000000000,108231.815405176297645,593113155.650189876556396,
291,48,029,162003,48029162003,1620.03,Census Tract 1620.03,G5020,S,45319240.000000000000000,109526.000000000000000,+29.2067245,-098.6312964,48029162003.000000000000000,124804.099550813582027,488857787.812356531620026,
292,48,029,171502,48029171502,1715.02,Census Tract 1715.02,G5020,S,2013318.000000000000000,0.000000000000000,+29.4271258,-098.5800478,48029171502.000000000000000,18668.554625547229080,21665197.765112727880478,6
293,48,029,171301,48029171301,1713.01,Census Tract 1713.01,G5020,S,1126423.000000000000000,0.000000000000000,+29.4454139,-098.5673926,48029171301.000000000000000,14993.141793335587863,12121439.868906743824482,5
294,48,029,172007,48029172007,1720.07,Census Tract 1720.07,G5020,S,15692901.000000000000000,5041.000000000000000,+29.4593784,-098.7309050,48029172007.000000000000000,69094.511891671048943,168925115.127707511186600,
295,48,029,180603,48029180603,1806.03,Census Tract 1806.03,G5020,S,941194.000000000000000,0.000000000000000,+29.4848997,-098.5838636,48029180603.000000000000000,14662.809126319720235,10128204.308195831254125,7
296,48,029,191807,48029191807,1918.07,Census Tract 1918.07,G5020,S,27564069.000000000000000,259643.000000000000000,+29.6108182,-098.5827567,48029191807.000000000000000,119091.762613498271094,299416689.822623789310455,8
297,48,029,182002,48029182002,1820.02,Census Tract 1820.02,G5020,S,26050639.000000000000000,33171.000000000000000,+29.5980079,-098.6681052,48029182002.000000000000000,81493.184124610022991,280692053.670801579952240,8
298,48,029,181825,48029181825,1818.25,Census Tract 1818.25,G5020,S,2978258.000000000000000,8752.000000000000000,+29.5485752,-098.6530224,48029181825.000000000000000,25644.668765093920229,32143429.832870893180370,7
299,48,029,182001,48029182001,1820.01,Census Tract 1820.01,G5020,S,4382005.000000000000000,5746.000000000000000,+29.5661475,-098.6624245,48029182001.000000000000000,34897.765312713207095,47217015.013852551579475,8
300,48,029,181902,48029181902,1819.02,Census Tract 1819.02,G5020,S,28201534.000000000000000,11908.000000000000000,+29.6458028,-098.6451298,48029181902.000000000000000,76926.163028792914702,303611631.487372040748596,8
301,48,029,191811,48029191811,1918.11,Census Tract 1918.11,G5020,S,6158820.000000000000000,2297.000000000000000,+29.6493355,-098.5130195,48029191811.000000000000000,37996.656962035493052,66301376.320874489843845,9
302,48,029,121808,48029121808,1218.08,Census Tract 1218.08,G5020,S,1634421.000000000000000,0.000000000000000,+29.5843036,-098.3897143,48029121808.000000000000000,20430.620785129969590,17588206.926252014935017,10
303,48,029,121903,48029121903,1219.03,Census Tract 1219.03,G5020,S,8319095.000000000000000,0.000000000000000,+29.6212645,-098.4316515,48029121903.000000000000000,49002.730912108141638,89523356.716019332408905,9
304,48,029,121907,48029121907,1219.07,Census Tract 1219.07,G5020,S,40445253.000000000000000,129479.000000000000000,+29.6546577,-098.3946939,48029121907.000000000000000,129170.619474110339070,436635727.845369517803192,
305,48,029,131801,48029131801,1318.01,Census Tract 1318.01,G5020,S,103012434.000000000000000,747661.000000000000000,+29.4309467,-098.1780971,48029131801.000000000000000,189931.674965981568675,1116558249.070117950439453,
306,48,029,141403,48029141403,1414.03,Census Tract 1414.03,G5020,S,1796666.000000000000000,0.000000000000000,+29.3586573,-098.4272773,48029141403.000000000000000,19390.754763919085235,19333805.361690569669008,3
307,48,029,182003,48029182003,1820.03,Census Tract 1820.03,G5020,S,7816617.000000000000000,6336.000000000000000,+29.5952357,-098.6387277,48029182003.000000000000000,40811.639452115923632,84183990.283626154065132,8
308,48,029,121909,48029121909,1219.09,Census Tract 1219.09,G5020,S,12422619.000000000000000,10844.000000000000000,+29.5916176,-098.3306872,48029121909.000000000000000,48905.160760458034929,133798232.500273808836937,10
309,48,029,151100,48029151100,1511,Census Tract 1511,G5020,S,3463440.000000000000000,0.000000000000000,+29.3620775,-098.5306827,48029151100.000000000000000,26983.285326580276887,37269754.283344030380249,4
310,48,029,160100,48029160100,1601,Census Tract 1601,G5020,S,2492063.000000000000000,115558.000000000000000,+29.4088381,-098.5217808,48029160100.000000000000000,24562.654732303144556,28060429.658200707286596,5
311,48,029,160300,48029160300,1603,Census Tract 1603,G5020,S,1764366.000000000000000,0.000000000000000,+29.3912299,-098.5263991,48029160300.000000000000000,18976.004408976201375,18986206.721431344747543,5
312,48,029,160400,48029160400,1604,Census Tract 1604,G5020,S,2835671.000000000000000,0.000000000000000,+29.3903429,-098.5412402,48029160400.000000000000000,22965.307895312675100,30514503.282663516700268,5
313,48,029,160600,48029160600,1606,Census Tract 1606,G5020,S,2200746.000000000000000,0.000000000000000,+29.4113725,-098.5537037,48029160600.000000000000000,24512.132691475682805,23682147.615417532622814,5
314,48,029,160701,48029160701,1607.01,Census Tract 1607.01,G5020,S,2638844.000000000000000,0.000000000000000,+29.4062494,-098.5740046,48029160701.000000000000000,24561.199461631578743,28396412.363403879106045,5
315,48,029,141101,48029141101,1411.01,Census Tract 1411.01,G5020,S,3411164.000000000000000,27621.000000000000000,+29.3580352,-098.4555776,48029141101.000000000000000,32935.021055463039374,37004509.315044917166233,3
316,48,029,131401,48029131401,1314.01,Census Tract 1314.01,G5020,S,7883426.000000000000000,89935.000000000000000,+29.3722268,-098.3759345,48029131401.000000000000000,39984.805948358873138,85800737.850533246994019,2
317,48,029,141102,48029141102,1411.02,Census Tract 1411.02,G5020,S,1532608.000000000000000,0.000000000000000,+29.3626958,-098.4453440,48029141102.000000000000000,23696.643212546019640,16492254.527702776715159,3
318,48,029,141404,48029141404,1414.04,Census Tract 1414.04,G5020,S,2644403.000000000000000,0.000000000000000,+29.3667835,-098.4257028,48029141404.000000000000000,29788.269219952617277,28456250.439961928874254,3
319,48,029,151302,48029151302,1513.02,Census Tract 1513.02,G5020,S,3266262.000000000000000,1622.000000000000000,+29.3290251,-098.5251025,48029151302.000000000000000,25614.850920994642365,35165425.175138697028160,3
320,48,029,160902,48029160902,1609.02,Census Tract 1609.02,G5020,S,2585534.000000000000000,428.000000000000000,+29.3695546,-098.5570405,48029160902.000000000000000,33456.368553735621390,27827369.260592695325613,5
321,48,029,121606,48029121606,1216.06,Census Tract 1216.06,G5020,S,2860427.000000000000000,0.000000000000000,+29.5564710,-098.3365299,48029121606.000000000000000,25722.901182420526311,30781303.899933733046055,
322,48,029,161304,48029161304,1613.04,Census Tract 1613.04,G5020,S,6519688.000000000000000,27747.000000000000000,+29.3453415,-098.5935539,48029161304.000000000000000,46586.062077636728645,70456454.558161571621895,4
323,48,029,161901,48029161901,1619.01,Census Tract 1619.01,G5020,S,20170390.000000000000000,477371.000000000000000,+29.3080730,-098.6904808,48029161901.000000000000000,69207.012957840561285,222189040.565104424953461,
324,48,029,160502,48029160502,1605.02,Census Tract 1605.02,G5020,S,1945058.000000000000000,0.000000000000000,+29.4027445,-098.5393755,48029160502.000000000000000,18783.634076085618290,20930652.828926276415586,5
325,48,029,161802,48029161802,1618.02,Census Tract 1618.02,G5020,S,21565795.000000000000000,251992.000000000000000,+29.3349742,-098.6579585,48029161802.000000000000000,97931.971312287903856,234779542.006131201982498,4
326,48,029,131506,48029131506,1315.06,Census Tract 1315.06,G5020,S,9771802.000000000000000,30498.000000000000000,+29.4346963,-098.3723584,48029131506.000000000000000,47053.721439260567422,105482070.022158905863762,2
327,48,029,130401,48029130401,1304.01,Census Tract 1304.01,G5020,S,1590764.000000000000000,0.000000000000000,+29.4080416,-098.4543969,48029130401.000000000000000,17615.076316658607539,17118127.438472595065832,2
328,48,029,121702,48029121702,1217.02,Census Tract 1217.02,G5020,S,6156900.000000000000000,6815.000000000000000,+29.5691658,-098.3147824,48029121702.000000000000000,35796.273071948446159,66328361.318407699465752,
329,48,029,131402,48029131402,1314.02,Census Tract 1314.02,G5020,S,9621396.000000000000000,103203.000000000000000,+29.4058288,-098.3699513,48029131402.000000000000000,46346.859218366291316,104645806.051833197474480,2
330,48,029,121810,48029121810,1218.10,Census Tract 1218.10,G5020,S,2096389.000000000000000,5603.000000000000000,+29.5917124,-098.4031624,48029121810.000000000000000,24664.243491564848227,22619850.639180947095156,10
331,48,029,131612,48029131612,1316.12,Census Tract 1316.12,G5020,S,2078577.000000000000000,45782.000000000000000,+29.4648030,-098.3211920,48029131612.000000000000000,23073.227672022541810,22860130.632701013237238,
332,48,029,151200,48029151200,1512,Census Tract 1512,G5020,S,6990735.000000000000000,36902.000000000000000,+29.3380619,-098.5437046,48029151200.000000000000000,38700.567048794662696,75623865.757928833365440,4
333,48,029,151600,48029151600,1516,Census Tract 1516,G5020,S,3083925.000000000000000,0.000000000000000,+29.3411913,-098.4937924,48029151600.000000000000000,23211.806155030459195,33185827.854311484843493,3
334,48,029,151700,48029151700,1517,Census Tract 1517,G5020,S,6265038.000000000000000,39645.000000000000000,+29.3291186,-098.4999500,48029151700.000000000000000,39378.512701840045338,67844263.336648568511009,3
335,48,029,181811,48029181811,1818.11,Census Tract 1818.11,G5020,S,3783279.000000000000000,6639.000000000000000,+29.5326954,-098.6399857,48029181811.000000000000000,35555.000904079839529,40783495.699697010219097,7
336,48,029,190200,48029190200,1902,Census Tract 1902,G5020,S,2242042.000000000000000,0.000000000000000,+29.4525383,-098.4898075,48029190200.000000000000000,25015.412058794740005,24126607.720592286437750,1
337,48,029,190400,48029190400,1904,Census Tract 1904,G5020,S,2087115.000000000000000,0.000000000000000,+29.4630742,-098.4894483,48029190400.000000000000000,20326.272917249694729,22459440.434357721358538,1
338,48,029,190501,48029190501,1905.01,Census Tract 1905.01,G5020,S,1109505.000000000000000,27139.000000000000000,+29.4603679,-098.5198886,48029190501.000000000000000,15796.396160495480217,12231454.767935466021299,1
339,48,029,190601,48029190601,1906.01,Census Tract 1906.01,G5020,S,1152379.000000000000000,0.000000000000000,+29.4721189,-098.5216808,48029190601.000000000000000,15202.706295996244080,12400743.269038371741772,1
340,48,029,190800,48029190800,1908,Census Tract 1908,G5020,S,1603129.000000000000000,0.000000000000000,+29.4749282,-098.4866484,48029190800.000000000000000,23529.242604004652094,17251330.404017619788647,
341,48,029,190901,48029190901,1909.01,Census Tract 1909.01,G5020,S,4462889.000000000000000,0.000000000000000,+29.5060157,-098.4982963,48029190901.000000000000000,34349.600543679174734,48025253.985506936907768,1
342,48,029,191003,48029191003,1910.03,Census Tract 1910.03,G5020,S,2566190.000000000000000,0.000000000000000,+29.5018235,-098.5199757,48029191003.000000000000000,24138.081779781765363,27614796.027453750371933,1
343,48,029,191004,48029191004,1910.04,Census Tract 1910.04,G5020,S,1652387.000000000000000,0.000000000000000,+29.4961477,-098.5066123,48029191004.000000000000000,19515.114703240029485,17781341.839417658746243,1
344,48,029,191101,48029191101,1911.01,Census Tract 1911.01,G5020,S,4050309.000000000000000,3969.000000000000000,+29.5289945,-098.5241360,48029191101.000000000000000,29124.929676926494722,43628259.164933994412422,
345,48,029,191102,48029191102,1911.02,Census Tract 1911.02,G5020,S,2344796.000000000000000,0.000000000000000,+29.5138141,-098.5143152,48029191102.000000000000000,21959.724761451463564,25232418.928715493530035,
346,48,029,191406,48029191406,1914.06,Census Tract 1914.06,G5020,S,4726461.000000000000000,0.000000000000000,+29.5981134,-098.5200083,48029191406.000000000000000,32486.977631185141945,50862163.390064619481564,9
347,48,029,191408,48029191408,1914.08,Census Tract 1914.08,G5020,S,725753.000000000000000,0.000000000000000,+29.5497218,-098.5149787,48029191408.000000000000000,11921.555575529720954,7809893.802887813188136,9
348,48,029,191409,48029191409,1914.09,Census Tract 1914.09,G5020,S,1605445.000000000000000,0.000000000000000,+29.5431098,-098.5208733,48029191409.000000000000000,16468.482092604011996,17276308.779300987720490,9
349,48,029,181808,48029181808,1818.08,Census Tract 1818.08,G5020,S,3799464.000000000000000,3419.000000000000000,+29.5354916,-098.5978441,48029181808.000000000000000,29527.405827544218482,40923058.566110044717789,8
350,48,029,190504,48029190504,1905.04,Census Tract 1905.04,G5020,S,1165678.000000000000000,0.000000000000000,+29.4597554,-098.5118770,48029190504.000000000000000,14880.453515290557334,12543805.613671181723475,1
351,48,029,190503,48029190503,1905.03,Census Tract 1905.03,G5020,S,1250966.000000000000000,0.000000000000000,+29.4596714,-098.5035886,48029190503.000000000000000,15318.547341244282507,13461600.006724735721946,1
352,48,029,131606,48029131606,1316.06,Census Tract 1316.06,G5020,S,10042140.000000000000000,121032.000000000000000,+29.4918067,-098.3069428,48029131606.000000000000000,52156.913024502449844,109365903.379580691456795,
353,48,029,131300,48029131300,1313,Census Tract 1313,G5020,S,5346369.000000000000000,0.000000000000000,+29.3925287,-098.3976101,48029131300.000000000000000,34362.407400052165031,57531896.271123319864273,3
354,48,029,141402,48029141402,1414.02,Census Tract 1414.02,G5020,S,5807301.000000000000000,4385.000000000000000,+29.3436408,-098.4193021,48029141402.000000000000000,32582.993359321335447,62539089.143604420125484,3
355,48,029,141600,48029141600,1416,Census Tract 1416,G5020,S,3384803.000000000000000,6294.000000000000000,+29.3315404,-098.4391546,48029141600.000000000000000,27953.296596223539382,36491317.458796873688698,3
356,48,029,141700,48029141700,1417,Census Tract 1417,G5020,S,50909716.000000000000000,690221.000000000000000,+29.3220520,-098.3816960,48029141700.000000000000000,129901.445819894448505,555262966.067388892173767,3
357,48,029,150100,48029150100,1501,Census Tract 1501,G5020,S,2444782.000000000000000,86587.000000000000000,+29.4044041,-098.5050283,48029150100.000000000000000,20195.808569363591232,27239917.529076840728521,5
358,48,029,150300,48029150300,1503,Census Tract 1503,G5020,S,2963520.000000000000000,75419.000000000000000,+29.3882240,-098.5018518,48029150300.000000000000000,27350.135324394999770,32701821.075134750455618,3
359,48,029,150400,48029150400,1504,Census Tract 1504,G5020,S,1418893.000000000000000,0.000000000000000,+29.3879625,-098.5173523,48029150400.000000000000000,18119.985153463127062,15268568.275068845599890,5
360,48,029,150501,48029150501,1505.01,Census Tract 1505.01,G5020,S,1370199.000000000000000,0.000000000000000,+29.3790793,-098.5256037,48029150501.000000000000000,17804.768598793860292,14744588.187337918207049,5
361,48,029,150502,48029150502,1505.02,Census Tract 1505.02,G5020,S,1338553.000000000000000,0.000000000000000,+29.3717614,-098.5254764,48029150502.000000000000000,16197.413658269464577,14404057.224567417055368,5
362,48,029,150600,48029150600,1506,Census Tract 1506,G5020,S,1886121.000000000000000,0.000000000000000,+29.3752717,-098.5104942,48029150600.000000000000000,18965.386323077276757,20296421.117092736065388,3
363,48,029,150700,48029150700,1507,Census Tract 1507,G5020,S,2220834.000000000000000,4211.000000000000000,+29.3750575,-098.4959557,48029150700.000000000000000,20448.026522870495683,23943511.816783756017685,3
364,48,029,150800,48029150800,1508,Census Tract 1508,G5020,S,4300488.000000000000000,124244.000000000000000,+29.3636646,-098.4770644,48029150800.000000000000000,32967.530665504542412,47614249.629909530282021,3
365,48,029,150900,48029150900,1509,Census Tract 1509,G5020,S,2754409.000000000000000,0.000000000000000,+29.3624270,-098.4932268,48029150900.000000000000000,22821.235947324083099,29639977.420955721288919,3
366,48,029,151000,48029151000,1510,Census Tract 1510,G5020,S,1583849.000000000000000,0.000000000000000,+29.3625271,-098.5102428,48029151000.000000000000000,16470.156663840691181,17043704.273416582494974,3
